ID,tanggal,judul,narasi,nama file gambar,text,label
629849,26-Feb-17,sunita williams wanita india pergi mualaf,astronot wanita mu ’ alaf,629849.jpg,sunita williams wanita india pergi mualaf astronot wanita mu ’ alaf,1
632082,22-Apr-20,ratusan ribu tahanan satupun aktivis islam dibebaskan wabah covid,penjahat bebas kejahatan begal manamencari kesempatan covid ratusan ribu tahanan aneka kejahatan satupun aktivis islam dibebaskan,632082.jpg,ratusan ribu tahanan satupun aktivis islam dibebaskan wabah covid penjahat bebas kejahatan begal manamencari kesempatan covid ratusan ribu tahanan aneka kejahatan satupun aktivis islam dibebaskan,1
637427,17-Nov-17,ahok niat bangun masjid naikkan haji marbut,ahok niat bangun masjid naikkan haji marbut,637427.jpg,ahok niat bangun masjid naikkan haji marbut ahok niat bangun masjid naikkan haji marbut,0
637998,7-Mar-17,selebaran waspada penculik beredar medsos,isu penculikan merebak masyarakat jejaring media sosial medsos menyebar selebaran mengatasnamakan institus polri,637998.jpg,selebaran waspada penculik beredar medsos isu penculikan merebak masyarakat jejaring media sosial medsos menyebar selebaran mengatasnamakan institus polri,0
640111,7-May-20,satgas covid kabupaten pangkep semprot jemaah shalat tarawih masjid,sp bertanggung in shalat penyemprotan area sanrangan adkabar shalat semprot ad kbijakan slesai shalat bru semprot in shalat semprot,640111.jpg,satgas covid kabupaten pangkep semprot jemaah shalat tarawih masjid sp bertanggung in shalat penyemprotan area sanrangan adkabar shalat semprot ad kbijakan slesai shalat bru semprot in shalat semprot,1
640779,5-Mar-20,kabar terkini india landa badai tornado,kabar terkini… india landa badai tornado… azab allah nyata…,640779.jpg,kabar terkini india landa badai tornado kabar terkini… india landa badai tornado… azab allah nyata…,1
650077,22-Aug-19,bill gates mencuitkan idul adha akun twitternya,tweet kebencian muslim yg menyembelih hewan sejuta hewan dibunuh kfc mcdonalds burger king dll makan orangorang kaya memperoleh buanyak uang daripadanya ied umat muslim berkurban makan orangorang miskin gratis kehilangan akal sehat,650077.jpg,bill gates mencuitkan idul adha akun twitternya tweet kebencian muslim yg menyembelih hewan sejuta hewan dibunuh kfc mcdonalds burger king dll makan orangorang kaya memperoleh buanyak uang daripadanya ied umat muslim berkurban makan orangorang miskin gratis kehilangan akal sehat,0
651087,19-Feb-19,disindir jokowi hotman paris prabowo rebut tanah asing,disindir jokowi hotman paris prabowo rebut tanah asing,651087.jpg,disindir jokowi hotman paris prabowo rebut tanah asing disindir jokowi hotman paris prabowo rebut tanah asing,1
653972,20-Oct-17,pelaku penculikan anak anak bunuh mayatnya jadikan tumbal jembatan,“ pelaku penculikan anak anak bunuh mayatnya jadikan tumbal jembatan tolong bagikan postingan teman teman berkeluarga yg luangkan detik komen aamiin semoga keluarga saudara saudara dijauhkan kejahatan penculik anak anak aamiin… klik bagikan menyelamatkan nyawa ribuan anak ”,653972.jpg,pelaku penculikan anak anak bunuh mayatnya jadikan tumbal jembatan “ pelaku penculikan anak anak bunuh mayatnya jadikan tumbal jembatan tolong bagikan postingan teman teman berkeluarga yg luangkan detik komen aamiin semoga keluarga saudara saudara dijauhkan kejahatan penculik anak anak aamiin… klik bagikan menyelamatkan nyawa ribuan anak ”,1
658451,12-Jul-19,penerapan ganjil genap motor juli,dishub dki jakarta kaji skema ganjil genap sepeda motor,658451.jpg,penerapan ganjil genap motor juli dishub dki jakarta kaji skema ganjil genap sepeda motor,1
660077,09-Okt-18,penjelasan lengkap terkait miftahul jannah didiskualifikasi asian games berhijab,penjelasan lengkap terkait miftahul jannah didiskualifikasi asian games berhijab,660077.jpg,penjelasan lengkap terkait miftahul jannah didiskualifikasi asian games berhijab penjelasan lengkap terkait miftahul jannah didiskualifikasi asian games berhijab,0
660294,11-Sep-18,astaghfirullah terlanjur makan mie samyang,astaghfirullah terlanjur makan mie samyang,660294.jpg,astaghfirullah terlanjur makan mie samyang astaghfirullah terlanjur makan mie samyang,1
661533,13-Feb-18,viral uang nasabah raib belasan juta bri tanggapan,corporate secretary bri bambang tribaroto “ bri menghubungi nita yuliastuti klarifikasi permohonan maaf hasil penyelesaian pemngaduan ”,661533.jpg,viral uang nasabah raib belasan juta bri tanggapan corporate secretary bri bambang tribaroto “ bri menghubungi nita yuliastuti klarifikasi permohonan maaf hasil penyelesaian pemngaduan ”,1
670954,29-Jan-17,meragukan jokowi alumni ugm,jokowi alumnus gajah mada gajah duduk gajah nungging gajah mungkur teman angkatan teman seangkatan jokowi mati jokowi mahasiswa tunggal ya,670954.jpg,meragukan jokowi alumni ugm jokowi alumnus gajah mada gajah duduk gajah nungging gajah mungkur teman angkatan teman seangkatan jokowi mati jokowi mahasiswa tunggal ya,1
687656,30-Nov-16,era jokowi ahok menjamur psk cina jakarta raup rp miliarbulan,era jokowi – ahok menjamur psk cina jakarta raup rp miliarbulan,687656.jpg,era jokowi ahok menjamur psk cina jakarta raup rp miliarbulan era jokowi – ahok menjamur psk cina jakarta raup rp miliarbulan,0
689058,24-May-20,ellen degeneres membagikan bantuan virus corona facebook,my name “ ellen degeneres ” because bronze corona virus i want to help facebook first user members … tell me how much money do you need now choose the first letter of your name and you will receive a gift of your choice,689058.jpg,ellen degeneres membagikan bantuan virus corona facebook my name “ ellen degeneres ” because bronze corona virus i want to help facebook first user members … tell me how much money do you need now choose the first letter of your name and you will receive a gift of your choice,1
690192,16-Jan-20,korlap fpi banjir jakarta air mata malaikat jatuh malaikat terharu alumni sholat massal monas,korlap fpi banjir jakarta air mata malaikat jatuh malaikat terharu alumni sholat massal monas ”,690192.jpg,korlap fpi banjir jakarta air mata malaikat jatuh malaikat terharu alumni sholat massal monas korlap fpi banjir jakarta air mata malaikat jatuh malaikat terharu alumni sholat massal monas ”,0
695515,4-Feb-17,polri luncurkan aplikasi polisiku,markas kepolisian republik indonesia divisi teknologi informasi div ti polri meluncurkan aplikasi berbasis android ios bernama “ polisiku ” aplikasi ditanam smartphone android ios apple phone tujuan mempermudah pelayanan polri,695515.jpg,polri luncurkan aplikasi polisiku markas kepolisian republik indonesia divisi teknologi informasi div ti polri meluncurkan aplikasi berbasis android ios bernama “ polisiku ” aplikasi ditanam smartphone android ios apple phone tujuan mempermudah pelayanan polri,0
703686,8-Feb-17,syiah berusaha membakar kabah,kabar terbaru saudara yg saudiada usaha pembakaran ka ’ bah syiah iran bensin shalat subuhalhamdulillah ketangkepya allah lindungilah saudara seislam makkah ketik aamiin n share yg mendoakan,703686.jpg,syiah berusaha membakar kabah kabar terbaru saudara yg saudiada usaha pembakaran ka ’ bah syiah iran bensin shalat subuhalhamdulillah ketangkepya allah lindungilah saudara seislam makkah ketik aamiin n share yg mendoakan,1
710038,4-Jun-18,kpk bantah keluarkan file berbentuk pdf berisi namanama calon kepala daerah diduga terlibat korupsi,kpk memproses calon kepala daerah tegaskan uu mengatur kewenangan kpk memperoses penyelenggara negara,710038.jpg,kpk bantah keluarkan file berbentuk pdf berisi namanama calon kepala daerah diduga terlibat korupsi kpk memproses calon kepala daerah tegaskan uu mengatur kewenangan kpk memperoses penyelenggara negara,0
710680,15-Feb-18,penetapan program prioritas pembangunan tni panglima tni marsekal hadi tjahjanto,panglima tni marsekal hadi tjahjanto menetapkan program prioritas pembangunan tni kesebelas program prioritas rangka pembangunan tni meliputi …,710680.jpg,penetapan program prioritas pembangunan tni panglima tni marsekal hadi tjahjanto panglima tni marsekal hadi tjahjanto menetapkan program prioritas pembangunan tni kesebelas program prioritas rangka pembangunan tni meliputi …,1
711321,19-Oct-17,bro boss mayapada kucurkan dana mill dana sosial,bro boss mayapada kucurkan dana mill dana sosial kegubenur yg dilantikinilah permainan cantik politik tingkat uang tdk rasis,711321.jpg,bro boss mayapada kucurkan dana mill dana sosial bro boss mayapada kucurkan dana mill dana sosial kegubenur yg dilantikinilah permainan cantik politik tingkat uang tdk rasis,1
714286,24-Mar-20,obat avigan dipesan jokowi obat pembunuh janin,obat pembunuh janin dibeli jutaan karton rakyat sebenar nya niat tulus rezim penguasa mengobati kepenigin genocidepembunuhan massive jutaan bayi indonesia penerus bangsa,714286.jpg,obat avigan dipesan jokowi obat pembunuh janin obat pembunuh janin dibeli jutaan karton rakyat sebenar nya niat tulus rezim penguasa mengobati kepenigin genocidepembunuhan massive jutaan bayi indonesia penerus bangsa,1
730262,3-May-20,video rezim memaksa kyai utk suntik dgn dalih utk ketahanan tubuh viruskyai banten menolak,cepat lambat program rezim utk pengetesan covid kyai sudh lakukan…rezim memaksa kyai utk suntik dgn dalih utk ketahanan tubuh viruskyai banten menolak,730262.jpg,video rezim memaksa kyai utk suntik dgn dalih utk ketahanan tubuh viruskyai banten menolak cepat lambat program rezim utk pengetesan covid kyai sudh lakukan…rezim memaksa kyai utk suntik dgn dalih utk ketahanan tubuh viruskyai banten menolak,1
735170,28-Feb-18,prabowo subianto alami stroke kali,keputusan keluarga prabowo nyapres logis kondisi kesehatan prabowo fit mengalami stroke kali stroke pilpres prabowo tdk terima kalah dicurangi habisan puluhan juta suara palsu,735170.jpg,prabowo subianto alami stroke kali keputusan keluarga prabowo nyapres logis kondisi kesehatan prabowo fit mengalami stroke kali stroke pilpres prabowo tdk terima kalah dicurangi habisan puluhan juta suara palsu,1
736487,28-Jan-17,patrialis akbar ditangkap kpk rumah kos mewah tamansari jakarta barat,kpk tangkap patrialis akbar rumah kos mewah,736487.jpg,patrialis akbar ditangkap kpk rumah kos mewah tamansari jakarta barat kpk tangkap patrialis akbar rumah kos mewah,0
738032,16-Jun-20,maruf amin buzer rp pelihara negara anak terlantar fakir miskin pelihara tetangga kuncen surga neraka,buzer rp pelihara negara anak terlantar fakir miskin pelihara tetangga kuncen surga neraka ma ’ ruf amin,738032.jpg,maruf amin buzer rp pelihara negara anak terlantar fakir miskin pelihara tetangga kuncen surga neraka buzer rp pelihara negara anak terlantar fakir miskin pelihara tetangga kuncen surga neraka ma ’ ruf amin,1
741229,13-Feb-19,pln bantah informasi tenggat pembayaran listrik dimajukan tanggal bulannya,info bln maret pembayaran tagihan pln dimajukan lambat tgl dimajukan tgl pembayaran tgl sdh kena denda mohon bantu share kpd keluarga tetangga teman indahnya berbagi,741229.jpg,pln bantah informasi tenggat pembayaran listrik dimajukan tanggal bulannya info bln maret pembayaran tagihan pln dimajukan lambat tgl dimajukan tgl pembayaran tgl sdh kena denda mohon bantu share kpd keluarga tetangga teman indahnya berbagi,1
743946,16-Nov-17,sandiaga uno ancol orang kaya,wakil gubernur dki jakarta sandiaga uno menyinggung rencana menggratiskan biaya masuk pantai ancol bertemu manajemen pt jakarta tourisindopt pembangunan jaya ancol pertemuan khusus membahas sektor pariwisata kota,743946.jpg,sandiaga uno ancol orang kaya wakil gubernur dki jakarta sandiaga uno menyinggung rencana menggratiskan biaya masuk pantai ancol bertemu manajemen pt jakarta tourisindopt pembangunan jaya ancol pertemuan khusus membahas sektor pariwisata kota,0
745398,2-Nov-15,pengisian nitrogen murni ban mobil keuntungan pengendara,hati mngisi tekanan ban nulis utk mematikan business pngisian ban pompa bensin gambar yg upload … mngajak poro sedulur berhati stasiun pngisian nitrogen skrg mnjamur pompa bensin dimana dn bbrp tringat ttg pengisian,745398.jpg,pengisian nitrogen murni ban mobil keuntungan pengendara hati mngisi tekanan ban nulis utk mematikan business pngisian ban pompa bensin gambar yg upload … mngajak poro sedulur berhati stasiun pngisian nitrogen skrg mnjamur pompa bensin dimana dn bbrp tringat ttg pengisian,1
751826,7-Jan-18,foto struk pembelian bahan bakar minyak harga kali lipat mahal,selamat pagi sahabat polda papua,751826.jpg,foto struk pembelian bahan bakar minyak harga kali lipat mahal selamat pagi sahabat polda papua,0
758765,16-Agu-18,putusan mahkamah konstitusi terkait pilkada sampang,mohon ijin melaporkan kamis tanggal agustus wib ruang sidang mahkamah konstitusi ri jl merdeka barat no jakarta pusat dilaksanakan sidang,758765.jpg,putusan mahkamah konstitusi terkait pilkada sampang mohon ijin melaporkan kamis tanggal agustus wib ruang sidang mahkamah konstitusi ri jl merdeka barat no jakarta pusat dilaksanakan sidang,0
760847,22-Mar-17,bahaya obat bius wanita progesterex,beredar obat yg bernama ” progesterex ” obat pil yg mensterilisasi obat dipakai pemerkosa perayaan pesta pub discotique perayaan reuni dsbnya memperkosa mensterilisasi korbannya,760847.jpg,bahaya obat bius wanita progesterex beredar obat yg bernama ” progesterex ” obat pil yg mensterilisasi obat dipakai pemerkosa perayaan pesta pub discotique perayaan reuni dsbnya memperkosa mensterilisasi korbannya,1
766693,25-Sep-18,sumber perpecahan geraan tiganti,“ sumber perpecahan gera ’ an tiganti… ”,766693.jpg,sumber perpecahan geraan tiganti “ sumber perpecahan gera ’ an tiganti… ”,1
767439,21-May-18,sandal bertuliskan huruf arab ayat alquran,sandal bertuliskan huruf arab ayat alquran,767439.jpg,sandal bertuliskan huruf arab ayat alquran sandal bertuliskan huruf arab ayat alquran,1
776260,3-Feb-18,dikaitkan mistis batu bersusun rapi sungai cidahu dihancurkan,dikaitkan mistis batu bersusun rapi sungai cidahu dihancurkan,776260.jpg,dikaitkan mistis batu bersusun rapi sungai cidahu dihancurkan dikaitkan mistis batu bersusun rapi sungai cidahu dihancurkan,1
779496,27-Apr-20,surat undangan doa mengatasnamakan gubernur jawa timur,virus covid jawa timur mengalami peningatansegala upaya pencegahan penanganan lakukan semaksimal karenanyakami mengajak berdoa musibah covid cepat mengharapkan kehadiran bapakibu pengasuh pesantren sejawa timur rangka kegiatan do ’ a selenggarakan,779496.jpg,surat undangan doa mengatasnamakan gubernur jawa timur virus covid jawa timur mengalami peningatansegala upaya pencegahan penanganan lakukan semaksimal karenanyakami mengajak berdoa musibah covid cepat mengharapkan kehadiran bapakibu pengasuh pesantren sejawa timur rangka kegiatan do ’ a selenggarakan,1
785529,20-Feb-17,akun faizal muhammad tonong relawan aniessandi,akun nama faizal muhammad tonong relawan aniessandi menuduh bernama ainun najib pembobol hacker pembobol situs kpu,785529.jpg,akun faizal muhammad tonong relawan aniessandi akun nama faizal muhammad tonong relawan aniessandi menuduh bernama ainun najib pembobol hacker pembobol situs kpu,1
787616,2-May-20,jutaan produksi rokok terpapar covid beredar luas masyarakat,jutaan produksi rokok terpapar covid beredar luas masyarakat pabrik rokok terpapar virus corona pabrik rokok sampoerna terinfeksi covid,787616.jpg,jutaan produksi rokok terpapar covid beredar luas masyarakat jutaan produksi rokok terpapar covid beredar luas masyarakat pabrik rokok terpapar virus corona pabrik rokok sampoerna terinfeksi covid,1
788018,24-Mar-20,inggris rusuh akibat lockdown,inggris rusuh akibat lockdown rakyat kelaparan bertindak brutal penjarahan dimana mengisi perut lapar,788018.jpg,inggris rusuh akibat lockdown inggris rusuh akibat lockdown rakyat kelaparan bertindak brutal penjarahan dimana mengisi perut lapar,1
795898,25-Apr-20,pasien positif corona aceh,aceh corona orang trserang sembuh pulang rsaceh no dunia takkan membiarkan masjid kesepian aceh percaya kematian tangan allah swt,795898.jpg,pasien positif corona aceh aceh corona orang trserang sembuh pulang rsaceh no dunia takkan membiarkan masjid kesepian aceh percaya kematian tangan allah swt,1
799552,12-Sep-18,keluarga mayit menutup tulisan tauhid persekusi banser,karenakan banyaknya persekusi kalimat tauhid banser keluarga mayit menutup tulisan tauhid dikeranda jenazahnya takut rombongan mayit dipersekusi banser…,799552.jpg,keluarga mayit menutup tulisan tauhid persekusi banser karenakan banyaknya persekusi kalimat tauhid banser keluarga mayit menutup tulisan tauhid dikeranda jenazahnya takut rombongan mayit dipersekusi banser…,1
805404,10-Oct-19,pertamina bantah kelangkaan elpiji padang,berkembang isu kelangkaan masyarakat mengacu data stok harga pengecer keliru pertamina menjamin stok tersedia sesuai het tingkat pangkalan pengecer distributor resmi elpiji kg dijadikan patokan,805404.jpg,pertamina bantah kelangkaan elpiji padang berkembang isu kelangkaan masyarakat mengacu data stok harga pengecer keliru pertamina menjamin stok tersedia sesuai het tingkat pangkalan pengecer distributor resmi elpiji kg dijadikan patokan,0
805753,10-Aug-19,pasangan kakek nenek wafat mekkah haji,innalillahi wa inna illaihi roji ” un meninggal mekah suami istri yg pakai kursi roda didorong tdk pisah subhanallah terenyuh hatiku yaw sungguh kebesaran allah swt,805753.jpg,pasangan kakek nenek wafat mekkah haji innalillahi wa inna illaihi roji ” un meninggal mekah suami istri yg pakai kursi roda didorong tdk pisah subhanallah terenyuh hatiku yaw sungguh kebesaran allah swt,1
807837,28-Agu-18,sekolah sman rambah hilir riau mewajibkan siswi non muslim memakai jilbab,siswi kristen wajib pakai jilbab riau,807837.jpg,sekolah sman rambah hilir riau mewajibkan siswi non muslim memakai jilbab siswi kristen wajib pakai jilbab riau,1
811226,5-Aug-20,foto ledakan dahsyat beirut gudang penyimpanan ton amonium nitrat,ledakan dahsyat beirut lokasi kejadian gudang penyimpanan ton amonium nitrat…,811226.jpg,foto ledakan dahsyat beirut gudang penyimpanan ton amonium nitrat ledakan dahsyat beirut lokasi kejadian gudang penyimpanan ton amonium nitrat…,1
821720,28-Oct-19,minum air es cuaca panas mengalami pecah pembuluh darah,meminum air es cuaca panas menyebabkan pecahnya pembuluh darah mikro,821720.jpg,minum air es cuaca panas mengalami pecah pembuluh darah meminum air es cuaca panas menyebabkan pecahnya pembuluh darah mikro,1
823071,27-Feb-19,foto ektp milik warga cina cianjur bernama guohui chen nyoblos pilpres,jutaan wna china yg disiapkan mencoblos dlm pilpres nanti…pantesan sosialisi pencoblosan berbahasa mandarin,823071.jpg,foto ektp milik warga cina cianjur bernama guohui chen nyoblos pilpres jutaan wna china yg disiapkan mencoblos dlm pilpres nanti…pantesan sosialisi pencoblosan berbahasa mandarin,1
831908,12-Nov-18,outbreakwabahkejadian japanese encephalitis bali,pemberitaan media daring australia dikabarkan indonesia menghadapi meningkatnya penyakit japanese encephalitis je bali acuan pemberitaan ketiga media daring situs travel warning australia,831908.jpg,outbreakwabahkejadian japanese encephalitis bali pemberitaan media daring australia dikabarkan indonesia menghadapi meningkatnya penyakit japanese encephalitis je bali acuan pemberitaan ketiga media daring situs travel warning australia,0
833710,15-Jan-18,juni tibatiba libur,juni tibatiba libur okt kesaktian pancasila tibatiba hilang kalender,833710.jpg,juni tibatiba libur juni tibatiba libur okt kesaktian pancasila tibatiba hilang kalender,1
842370,24-Oct-17,berhubungan intim malam jumat sunah rasul,berhubungan intim malam jumat sunah rasul,842370.jpg,berhubungan intim malam jumat sunah rasul berhubungan intim malam jumat sunah rasul,1
843065,11-Jan-17,pemerintah menaikkan harga bbm biaya stnk biaya bpkb,pemerintah naikkan harga bbm pajak kendaraan bermotor stnk bpkb dinaikkan,843065.jpg,pemerintah menaikkan harga bbm biaya stnk biaya bpkb pemerintah naikkan harga bbm pajak kendaraan bermotor stnk bpkb dinaikkan,1
868046,10-Aug-16,remaja tewas main game jam sd,sekira wib salah rumah jln mustika bumi sooko permai bsp lantai duanya pakai game on line main game on line meninggal dunia,868046.jpg,remaja tewas main game jam sd sekira wib salah rumah jln mustika bumi sooko permai bsp lantai duanya pakai game on line main game on line meninggal dunia,1
876122,21-Nov-16,minoritas muslim disiksa otoritas militer myanmar,nasib generasi muda minoritas muslim myanmar dianiaya disiksa beragama islam menghadiri acara halaqoh takhfidzul alquranul karim belajarlah peristiwa yg mengerikan menimpa negeri kapir kekuasaan habislah riwayat akibat genosida buatan,876122.jpg,minoritas muslim disiksa otoritas militer myanmar nasib generasi muda minoritas muslim myanmar dianiaya disiksa beragama islam menghadiri acara halaqoh takhfidzul alquranul karim belajarlah peristiwa yg mengerikan menimpa negeri kapir kekuasaan habislah riwayat akibat genosida buatan,1
876418,24-Dec-15,ular raksasa pedalaman kalimantan,an aerial photograph that appears to show a gigantic snake swimming along the remote waterway has emerged sparking great concern among local communities,876418.jpg,ular raksasa pedalaman kalimantan an aerial photograph that appears to show a gigantic snake swimming along the remote waterway has emerged sparking great concern among local communities,1
886381,20-Mar-20,ganja menangkal covid,profdr musri masman msc peneliti ganja aceh “ ganja menangkal corona ” covidindonesia teungkujamaica,886381.jpg,ganja menangkal covid profdr musri masman msc peneliti ganja aceh “ ganja menangkal corona ” covidindonesia teungkujamaica,1
886572,28-Feb-20,video rapat pengangkatan tenaga honorer pns,alhamdulillah keputusan menpan terbaru februari honorer pk pegawai non pns diangkat pns minmal kerja,886572.jpg,video rapat pengangkatan tenaga honorer pns alhamdulillah keputusan menpan terbaru februari honorer pk pegawai non pns diangkat pns minmal kerja,1
892597,3-Oct-16,tradisi pembersihan pemakaman thailand,sekelompok orang thailand mengkonsumsi daging orang nigeria bersamasama,892597.jpg,tradisi pembersihan pemakaman thailand sekelompok orang thailand mengkonsumsi daging orang nigeria bersamasama,1
902417,22-Apr-20,alfamart menyumbangkan kupon membantu melawan covid,alfamart 🛒 menyumbangkan kupon gratis senilai rp membantu melawan covid mengambil voucher httpstdotcornjzubpq,902417.jpg,alfamart menyumbangkan kupon membantu melawan covid alfamart 🛒 menyumbangkan kupon gratis senilai rp membantu melawan covid mengambil voucher httpstdotcornjzubpq,1
902702,21-May-19,spdp prabowo subianto tersangka makar,surat pemberitahuan penyelidikan spdp prabowo tersangka makar …,902702.jpg,spdp prabowo subianto tersangka makar surat pemberitahuan penyelidikan spdp prabowo tersangka makar …,1
914138,27-Sep-18,penggunaan salah video post kejadian dmedan tni au disiksa cina kturunan,“ kejadian dmedan tni au disiksa cina kturunan sipelaku tertangkap ”,914138.jpg,penggunaan salah video post kejadian dmedan tni au disiksa cina kturunan “ kejadian dmedan tni au disiksa cina kturunan sipelaku tertangkap ”,1
924048,5-Dec-17,call breathing,call breathing,924048.jpg,call breathing call breathing,0
924799,19-Feb-17,perubahan suara hitungan kpu perolehan suara aniessandi berkurang suara,perubahan suara hitungan kpu perolehan suara aniessandi berkurang suara,924799.jpg,perubahan suara hitungan kpu perolehan suara aniessandi berkurang suara perubahan suara hitungan kpu perolehan suara aniessandi berkurang suara,1
927198,1-Apr-20,uap air panas membunuh virus corona,pakarpakar cina mengesahkan pernafasan dg uap air membunuh virus corona paruparu tekak hidung virus bertolak unsur suhu uap air hangat silahkan dicoba disebarkan info meluas jaringan medsos,927198.jpg,uap air panas membunuh virus corona pakarpakar cina mengesahkan pernafasan dg uap air membunuh virus corona paruparu tekak hidung virus bertolak unsur suhu uap air hangat silahkan dicoba disebarkan info meluas jaringan medsos,1
944129,21-Jan-20,video hasil operasi usus buntu penuh boba,hasil operasi usus buntu didapatkan bubble tea yg hancur “ xi bo ba ” kurangi kunsumsi bubble tea terlambat,944129.jpg,video hasil operasi usus buntu penuh boba hasil operasi usus buntu didapatkan bubble tea yg hancur “ xi bo ba ” kurangi kunsumsi bubble tea terlambat,1
947010,11-Sep-18,jalan tol masjid ibadah rubuh,jalan tol masjid ibadah rubuh nggk tau masjid sodaqah amal jairiyah nya umat bangun uang umat,947010.jpg,jalan tol masjid ibadah rubuh jalan tol masjid ibadah rubuh nggk tau masjid sodaqah amal jairiyah nya umat bangun uang umat,1
953048,12-Sep-19,foto surat pemblokiran rekening beredar bca angkat bicara,senior vice president corporate communicatiobs bca dwi arini “ berkaitan beredarnya surat pemberitahuan pemblokiran rekening data valid informasi dikeluarkan pt bank central asia tbk ”,953048.jpg,foto surat pemblokiran rekening beredar bca angkat bicara senior vice president corporate communicatiobs bca dwi arini “ berkaitan beredarnya surat pemberitahuan pemblokiran rekening data valid informasi dikeluarkan pt bank central asia tbk ”,0
966580,19-Nov-15,kepulauan natuna dicaplok china pemerintah diam,natuna dicaplok china media yg abal mengandalkan clickbait drpada recheck sengaja judulnya d bombastis sexy yg click,966580.jpg,kepulauan natuna dicaplok china pemerintah diam natuna dicaplok china media yg abal mengandalkan clickbait drpada recheck sengaja judulnya d bombastis sexy yg click,1
966990,27-Jul-20,gambar jokowi memanahkan suntikan ahok artikel cnbc indonesia,otaq otaq nyawa rakyat klinci percobaan kalo binatang sih gpp,966990.jpg,gambar jokowi memanahkan suntikan ahok artikel cnbc indonesia otaq otaq nyawa rakyat klinci percobaan kalo binatang sih gpp,1
981730,1-Oct-17,petugas pintu tol bekasi tolak transaksi uang tunai,petugas pintu tol bekasi tolak transaksi uang tunai,981730.jpg,petugas pintu tol bekasi tolak transaksi uang tunai petugas pintu tol bekasi tolak transaksi uang tunai,1
988198,08-Agu-18,jj rizal bantah tim pertimbangan monas,jj rizal membantah namanya masuk tim pertimbangan monas surat pengangkatan pemerintah provinsi dki jakarta,988198.jpg,jj rizal bantah tim pertimbangan monas jj rizal membantah namanya masuk tim pertimbangan monas surat pengangkatan pemerintah provinsi dki jakarta,1
992733,1-Apr-20,imigran china sengaja membawa virus tujuannya membasmi rakyat,imigran cn sengaja membawa virus menyuntikan anti bodi tubuh tujuannya membasmi rakyat buktinya satupun warga cn kena virus corona indonesia,992733.jpg,imigran china sengaja membawa virus tujuannya membasmi rakyat imigran cn sengaja membawa virus menyuntikan anti bodi tubuh tujuannya membasmi rakyat buktinya satupun warga cn kena virus corona indonesia,1
8468,1-Aug-20,ketik gratula akaun facebook dlm selamat,terbaiklamark zuckerberg ketua pegawai eksekutif facebook mencipta perkataan gratula akaun facebook dlm selamat taip gratula komen merahakaun selamatjika bertukar warna merah sila tukar laluan facebook andaakaun hack congratulations kpd yg warna merah,8468.png,ketik gratula akaun facebook dlm selamat terbaiklamark zuckerberg ketua pegawai eksekutif facebook mencipta perkataan gratula akaun facebook dlm selamat taip gratula komen merahakaun selamatjika bertukar warna merah sila tukar laluan facebook andaakaun hack congratulations kpd yg warna merah,0
9527,18-Apr-20,fbi menggrebek sinagoge yahudi new york orang yahudi menyembunyikan ribuan masker,fbi menggrebek sinagoge ibadah yahudi new york orang yahudi menyembunyikan ribuan masker rumah sakit masker jenis n moral dikenal zaman kuno,9527.png,fbi menggrebek sinagoge yahudi new york orang yahudi menyembunyikan ribuan masker fbi menggrebek sinagoge ibadah yahudi new york orang yahudi menyembunyikan ribuan masker rumah sakit masker jenis n moral dikenal zaman kuno,1
19051,28-Sep-19,polisi dianiaya,korbannya mahasiswa sajatapi coba lihat vidio polisi jg dianiaya dipukuli spt itu…jgn menilai disatu sisi …adillah,19051.png,polisi dianiaya korbannya mahasiswa sajatapi coba lihat vidio polisi jg dianiaya dipukuli spt itu…jgn menilai disatu sisi …adillah,1
19416,21-Jul-19,masjid terbakar,masjid terbakar islam komen aamiin ya allah selamatkanlah rumahmu api aamiin… bagikan grup mendoakan,19416.png,masjid terbakar masjid terbakar islam komen aamiin ya allah selamatkanlah rumahmu api aamiin… bagikan grup mendoakan,1
27051,8-Nov-19,penyumbatan usus konsumsi mie spaghetti disingkirkan dokter operasi,video diambil dr harish shukla apollo hospitals beliau sistem pencernaan usus mencerna makanan sejenis mie spaghetti …… penyumbatan usus konsumsi mie spaghetti disingkirkan dokter operasi menakutkan,27051.png,penyumbatan usus konsumsi mie spaghetti disingkirkan dokter operasi video diambil dr harish shukla apollo hospitals beliau sistem pencernaan usus mencerna makanan sejenis mie spaghetti …… penyumbatan usus konsumsi mie spaghetti disingkirkan dokter operasi menakutkan,1
33861,10-May-20,orang maling diterjunkan wilayah temanggung,waspada level awas malam kabarkan maling orang semarang sebar wilayah temanggung waspada berita hoax ya,33861.png,orang maling diterjunkan wilayah temanggung waspada level awas malam kabarkan maling orang semarang sebar wilayah temanggung waspada berita hoax ya,0
33866,10-May-20,kemarin pemerintah putuskan larang mudik lebaran,pemerintah putuskan larang mudik lebaran,33866.png,kemarin pemerintah putuskan larang mudik lebaran pemerintah putuskan larang mudik lebaran,1
36782,6-Feb-19,pemakaian masker,yg kelirutermasuk,36782.png,pemakaian masker yg kelirutermasuk,1
